0.553416	0.486375	0.465252	0.559648	0.551380	0.544879	0.471116	0.477409	0.553212	0.502402	0.524780	0.488314	0.478689	0.518653	0.490603	0.556936	0.531430	0.530969	0.465648	0.463394	0.506193	0.531143	0.465205	0.514479	0.496147	0.513249	0.529545	0.505420	0.535075	0.531583	0.502821	0.523815	0.486783	0.527968	0.468717	0.526937	0.551089	0.559588	0.554567	0.472747	0.519363	0.539745	0.526093	0.528276	0.482570	0.510857	0.503301	0.516474	0.530287	0.535308	0.527997	0.466223	0.472951	0.531657	0.537919	0.513208	0.518521	0.526071	0.542026	0.528114	0.507024	0.550759	0.475429	0.479380	0.528191	0.513212	0.548845	0.502442	0.516546	0.489672	0.480852	0.515288	0.536019	0.505576	0.555186	0.550814	0.488235	0.500235	0.560133	0.518053	0.515772	0.493386	0.515021	0.486874	0.489314	0.536201	0.548194	0.516878	0.480024	0.468940	0.507298	0.528851	0.498768	0.493948	0.529483	0.509632	0.470126	0.554344	0.488911	0.497010	0.464331	0.483639	0.527981	0.471050	0.493781	0.524858	0.528535	0.553544	0.545310	0.501156	0.493687	0.559367	0.541081	0.484198	0.474832	0.509171	0.538246	0.524978	0.532269	0.534632	0.463267	0.532729	0.545085	0.555644	0.554452	0.544360	0.490360	0.503202
0.504666	0.494773	0.500251	0.541309	0.502368	0.504781	0.485376	0.479394	0.522580	0.486761	0.464078	0.506241	0.490058	0.556121	0.513528	0.533795	0.512317	0.505505	0.548491	0.556270	0.528250	0.514650	0.537542	0.546120	0.534468	0.494050	0.477543	0.471203	0.465512	0.532793	0.519166	0.467301	0.509328	0.527371	0.513364	0.507962	0.484566	0.474112	0.518833	0.504116	0.541060	0.478851	0.478937	0.492336	0.515669	0.548046	0.504994	0.472935	0.487921	0.545369	0.532614	0.538438	0.486476	0.562157	0.547651	0.511721	0.542583	0.508819	0.501239	0.480766	0.538308	0.529313	0.492315	0.481038	0.522325	0.491297	0.548683	0.500514	0.517933	0.485786	0.505028	0.544430	0.543744	0.466979	0.485766	0.466128	0.498152	0.515336	0.544162	0.492672	0.536145	0.540094	0.520506	0.519144	0.524987	0.546715	0.517857	0.549275	0.557491	0.505388	0.463103	0.507222	0.482785	0.520050	0.493178	0.526727	0.484305	0.503142	0.515467	0.515878	0.487497	0.503867	0.484761	0.550397	0.546755	0.477340	0.470972	0.515671	0.515890	0.515926	0.549150	0.492725	0.555408	0.533550	0.542372	0.516304	0.471278	0.489730	0.544676	0.553635	0.522966	0.467033	0.528319	0.553022	0.557687	0.483308	0.557971	0.537280
0.514046	0.474840	0.523260	0.501092	0.530447	0.520986	0.495973	0.555441	0.468172	0.481509	0.534288	0.474238	0.535835	0.520863	0.538103	0.517303	0.500107	0.549714	0.503651	0.509922	0.472522	0.554309	0.524168	0.529346	0.466169	0.475321	0.504642	0.500227	0.548923	0.532862	0.468665	0.528814	0.470241	0.497213	0.542297	0.502635	0.545444	0.538471	0.530851	0.464747	0.498207	0.513577	0.552678	0.481457	0.482600	0.517810	0.533730	0.499771	0.513688	0.471117	0.532027	0.544897	0.541222	0.489568	0.478344	0.540001	0.546355	0.487138	0.462208	0.532439	0.465335	0.539437	0.560750	0.518002	0.533363	0.504021	0.551280	0.512782	0.540216	0.534199	0.462976	0.537106	0.552469	0.492642	0.477782	0.494839	0.536655	0.535725	0.490732	0.462002	0.480219	0.540823	0.527683	0.499701	0.468423	0.525537	0.495439	0.539853	0.506441	0.537539	0.556868	0.507016	0.496969	0.505073	0.485013	0.548371	0.505057	0.560474	0.510761	0.473936	0.469189	0.537169	0.496967	0.553330	0.473497	0.494625	0.479347	0.536770	0.500468	0.532873	0.513211	0.467697	0.467064	0.522863	0.499160	0.494486	0.521293	0.489994	0.547739	0.465655	0.559817	0.556562	0.499962	0.532659	0.530779	0.462696	0.495749	0.538440
0.496501	0.490525	0.560167	0.551230	0.495307	0.466175	0.536766	0.506043	0.498086	0.469245	0.540653	0.560815	0.500650	0.547585	0.523865	0.538615	0.502704	0.500522	0.465002	0.532993	0.539550	0.474357	0.560634	0.496356	0.492448	0.474589	0.511284	0.514946	0.508115	0.477620	0.520712	0.520438	0.466093	0.466133	0.490469	0.538167	0.485723	0.547367	0.544008	0.532701	0.496655	0.513497	0.467431	0.498374	0.469088	0.488264	0.477443	0.509363	0.514384	0.541974	0.491569	0.534742	0.555382	0.482912	0.505690	0.528473	0.549490	0.483027	0.480855	0.462582	0.537685	0.486057	0.501811	0.524644	0.497783	0.493528	0.561403	0.530184	0.471486	0.497561	0.473895	0.494704	0.507065	0.474268	0.527702	0.514821	0.531421	0.511651	0.467728	0.478256	0.512831	0.467018	0.482586	0.477923	0.496492	0.548226	0.555315	0.465003	0.518801	0.540532	0.539250	0.511228	0.466521	0.464330	0.533353	0.464068	0.547676	0.540964	0.480570	0.477309	0.481738	0.467657	0.500344	0.558313	0.513955	0.542304	0.472791	0.529429	0.528040	0.540636	0.487120	0.519924	0.545359	0.506020	0.532987	0.528481	0.478032	0.541060	0.553289	0.552620	0.481669	0.476298	0.556525	0.540034	0.523450	0.562114	0.486504	0.510591
0.532585	0.526315	0.528609	0.539574	0.471555	0.477705	0.471878	0.532112	0.478127	0.563881	0.466259	0.478190	0.473120	0.543295	0.560137	0.518666	0.480146	0.520110	0.539497	0.483038	0.538496	0.473480	0.514522	0.479638	0.467166	0.530210	0.493953	0.488608	0.475238	0.482367	0.471572	0.551624	0.558295	0.486107	0.481497	0.477629	0.464281	0.462143	0.543978	0.480908	0.495017	0.463636	0.534067	0.484522	0.559584	0.497130	0.561720	0.511166	0.559760	0.511024	0.557818	0.509024	0.548460	0.490807	0.542187	0.504547	0.529415	0.536851	0.492134	0.502543	0.511534	0.540820	0.468254	0.517031	0.502396	0.522528	0.559864	0.489731	0.508615	0.510427	0.489070	0.511180	0.517976	0.529474	0.515274	0.550617	0.524701	0.467662	0.474505	0.485869	0.464699	0.505575	0.517053	0.541273	0.490086	0.546810	0.493594	0.506677	0.536586	0.508308	0.544310	0.557084	0.530940	0.479568	0.488873	0.558445	0.485636	0.469560	0.516809	0.485934	0.514349	0.557083	0.560798	0.536664	0.469098	0.514580	0.553740	0.547066	0.541888	0.497591	0.493802	0.483233	0.522719	0.468044	0.507179	0.556780	0.545492	0.530093	0.500067	0.486401	0.554151	0.526795	0.482761	0.559698	0.496729	0.516869	0.542363	0.547774
0.550475	0.484902	0.517059	0.465940	0.532146	0.472026	0.502063	0.524135	0.531849	0.487161	0.480786	0.485016	0.545555	0.481612	0.470894	0.475844	0.548026	0.486765	0.520448	0.556295	0.485633	0.519780	0.488081	0.501436	0.509812	0.503984	0.522344	0.538885	0.488592	0.536521	0.555272	0.532208	0.561775	0.524512	0.519824	0.540684	0.546413	0.519050	0.540967	0.474515	0.512255	0.469372	0.544645	0.530424	0.555483	0.553985	0.533657	0.517774	0.469730	0.544093	0.555417	0.506984	0.549224	0.521143	0.527709	0.490702	0.521368	0.515065	0.516512	0.521728	0.554985	0.552505	0.548081	0.519299	0.496738	0.477350	0.511017	0.477835	0.555193	0.479326	0.486614	0.477665	0.545732	0.489091	0.506521	0.475685	0.462350	0.498278	0.541096	0.530129	0.513739	0.468993	0.543816	0.526387	0.547205	0.535499	0.549136	0.533803	0.470071	0.555078	0.492004	0.525420	0.525905	0.507128	0.549901	0.508629	0.546829	0.497161	0.497289	0.498275	0.560206	0.526067	0.475932	0.549185	0.499972	0.523152	0.508118	0.492339	0.491605	0.528662	0.496348	0.488446	0.489094	0.509475	0.476260	0.554247	0.523650	0.508602	0.466550	0.544222	0.503269	0.524415	0.544720	0.532566	0.518132	0.545070	0.502979	0.541510
0.543899	0.489932	0.507502	0.465500	0.467204	0.532884	0.560720	0.468200	0.543353	0.488879	0.534320	0.483464	0.522305	0.510761	0.515082	0.531511	0.480007	0.501608	0.484488	0.497774	0.503297	0.545742	0.513715	0.481552	0.489771	0.478339	0.550041	0.532099	0.496200	0.491825	0.534848	0.464273	0.548867	0.472058	0.495958	0.485848	0.506450	0.520750	0.487867	0.479401	0.527921	0.554609	0.469676	0.472399	0.556940	0.537823	0.483205	0.524048	0.532483	0.537879	0.500158	0.514432	0.498125	0.561356	0.542055	0.507552	0.516065	0.496702	0.560705	0.541177	0.539977	0.531192	0.555934	0.540475	0.483278	0.559327	0.465113	0.518817	0.524359	0.477784	0.487501	0.483181	0.513751	0.504228	0.545636	0.499537	0.502221	0.467034	0.536659	0.550633	0.503878	0.488430	0.561643	0.513707	0.469536	0.490334	0.487634	0.515706	0.476949	0.518238	0.483854	0.535836	0.506575	0.467954	0.533877	0.496722	0.517840	0.492652	0.481002	0.462109	0.519269	0.475026	0.480809	0.464444	0.522649	0.495888	0.507988	0.508989	0.531139	0.530717	0.487706	0.464220	0.492876	0.548844	0.465720	0.544403	0.532399	0.507614	0.561296	0.493022	0.512898	0.508645	0.491592	0.535196	0.467093	0.523909	0.550111	0.483318
0.559295	0.490241	0.560245	0.533298	0.467960	0.508180	0.513350	0.552481	0.549437	0.539706	0.558200	0.527465	0.514039	0.543101	0.481050	0.486432	0.517516	0.486683	0.491805	0.496042	0.523402	0.462889	0.563348	0.529852	0.542302	0.553681	0.518678	0.473041	0.557410	0.479069	0.511249	0.539865	0.552376	0.535171	0.481227	0.517627	0.530695	0.539660	0.464393	0.548391	0.471583	0.466320	0.465489	0.485889	0.478437	0.502120	0.524420	0.531899	0.486114	0.497239	0.486685	0.471325	0.536963	0.465755	0.491818	0.467253	0.466715	0.491797	0.509808	0.523432	0.547511	0.469725	0.549262	0.492254	0.527417	0.496013	0.548168	0.489077	0.540217	0.553513	0.534611	0.509290	0.498374	0.549597	0.560412	0.487901	0.506204	0.504257	0.555274	0.479725	0.528834	0.512576	0.550314	0.527264	0.560456	0.464330	0.507069	0.516649	0.480475	0.556203	0.504231	0.561704	0.527097	0.559491	0.498404	0.487552	0.545161	0.543167	0.510071	0.468433	0.502742	0.468381	0.537723	0.531375	0.506469	0.486073	0.501212	0.489579	0.525959	0.472839	0.497655	0.526820	0.539611	0.528049	0.499517	0.499956	0.492573	0.522677	0.529470	0.492421	0.519699	0.539507	0.553914	0.493626	0.521864	0.512698	0.490122	0.552305
0.506186	0.545700	0.513987	0.494817	0.537629	0.527911	0.557661	0.555285	0.547523	0.528557	0.469856	0.509244	0.543293	0.470771	0.491982	0.554509	0.544569	0.482071	0.486028	0.488943	0.486771	0.547857	0.530930	0.561402	0.550095	0.548681	0.548738	0.515273	0.530545	0.493610	0.512300	0.559008	0.557897	0.545588	0.523111	0.486926	0.504218	0.524868	0.487427	0.539399	0.541096	0.471879	0.472016	0.502671	0.541076	0.464564	0.514150	0.529156	0.531967	0.555017	0.492521	0.548157	0.519233	0.552882	0.516240	0.477842	0.482736	0.518384	0.529760	0.482130	0.470383	0.517253	0.512349	0.478505	0.549816	0.533023	0.480317	0.503384	0.531186	0.518671	0.513025	0.534967	0.536216	0.522922	0.464874	0.542935	0.542505	0.517613	0.530640	0.547359	0.548012	0.513533	0.473089	0.542489	0.542415	0.479870	0.545285	0.496087	0.559277	0.540034	0.518562	0.515452	0.555493	0.543817	0.535737	0.548160	0.536012	0.464035	0.505387	0.552401	0.526505	0.545356	0.546208	0.508513	0.485818	0.462735	0.524279	0.473087	0.547938	0.490670	0.483318	0.492045	0.493244	0.507279	0.467461	0.534413	0.534444	0.515689	0.541545	0.504582	0.520839	0.492705	0.550442	0.479910	0.474855	0.532276	0.469466	0.527435
0.549083	0.544202	0.498829	0.532125	0.485818	0.478745	0.520923	0.545085	0.497417	0.464718	0.470083	0.470212	0.533876	0.544986	0.501027	0.529259	0.513452	0.550930	0.489116	0.555456	0.543436	0.548659	0.552776	0.481029	0.463982	0.510196	0.541368	0.561822	0.488029	0.502745	0.502941	0.501217	0.513987	0.553636	0.462679	0.488785	0.526124	0.487560	0.504000	0.498415	0.481486	0.557251	0.510202	0.488120	0.469807	0.514907	0.533761	0.505457	0.523718	0.465086	0.474012	0.474658	0.507804	0.523562	0.494088	0.547200	0.525302	0.522942	0.477707	0.466776	0.502644	0.505153	0.559412	0.498592	0.531645	0.531333	0.557133	0.527843	0.530131	0.465138	0.532750	0.529173	0.527106	0.534827	0.553487	0.520644	0.493730	0.478846	0.521318	0.473196	0.473527	0.484210	0.476774	0.473678	0.536978	0.521126	0.467469	0.503131	0.544813	0.471892	0.478613	0.560279	0.561789	0.560172	0.562535	0.543476	0.544863	0.481190	0.476228	0.497733	0.517604	0.511787	0.535190	0.539502	0.553264	0.523145	0.496971	0.536864	0.478398	0.494446	0.539269	0.476515	0.470052	0.469513	0.555597	0.507794	0.492185	0.528780	0.507519	0.479229	0.476020	0.472462	0.475901	0.507294	0.527758	0.475733	0.463864	0.483049
